room,time
00W0,3.175314
10R1,8.22871
01B1,17.049801
11R1,26.676039
10B1,36.468384
00B1,46.488964
00B0,55.940971
11W0,61.580379
00W1,68.403389
10W0,76.507011
01W0,81.840225
10W1,87.093376
