room,time
10R0,3.639436
11R0,9.19346
10B1,15.648679
01R0,23.307131
10W1,29.109213
11R1,37.077644
01W0,46.928741
00B1,52.386761
01R1,61.491436
00W0,71.278061
00W1,76.75782
11B1,86.573502
