room,time
11B0,2.894263
00R0,8.697258
10R0,14.346568
11R1,27.383558
00B1,34.510609
01B1,41.545563
01W1,50.54517
10W1,58.299065
11W1,65.54055
10B0,72.766602
01R0,78.182541
11R0,84.037086
