room,wall_A_offset,wall_B_offset
01B0,0.0,0.0
11W1,2.734519,3.686422
11B1,3.530778,3.906384
10W0,0.0,0.0
11W0,0.0,0.0
10B1,3.289987,3.891873
10W1,2.76043,3.61034
11B0,0.0,0.0
10B1,3.754265,3.816065
00W1,3.563829,2.671072
11R0,0.0,0.0
00W0,0.0,0.0
