room,wall_A_offset,wall_B_offset
01R1,2.649739,2.701468
10B0,0.0,0.0
00B0,0.0,0.0
11B0,0.0,0.0
00B1,2.784188,3.794412
11W0,0.0,0.0
10W0,0.0,0.0
10R1,3.656484,3.777566
00W0,0.0,0.0
01W0,0.0,0.0
01B1,2.978378,2.930036
01B0,0.0,0.0
