room,time
01R0,4.823176
01W1,10.667697
01B1,20.274763
11W0,30.658934
01W0,38.116779
11B0,44.27034
10W0,50.442261
00R0,57.712242
00B1,63.726822
00W1,72.930519
01R1,81.452431
10W1,91.468094
