time,x,y,z,pitch,yaw
0.261746,-1495.0,0.0,22.149887,0.0,0.0
0.509894,-1495.0,0.0,22.149887,0.0,0.0
0.766109,-1494.65625,0.0,22.149887,0.0,0.0
1.01148,-1423.072266,0.560908,22.149887,351.115417,1.76965
1.259343,-1300.791626,3.710885,22.149887,350.001892,1.594667
1.511011,-1300.350464,3.722859,22.149887,350.001892,1.594667
1.760862,-1300.350464,3.722859,22.149887,350.001892,1.594667
2.017515,-1300.350464,3.722859,22.149887,350.001892,1.594667
2.263095,-1300.350464,3.722859,22.149887,350.001892,1.594667
2.509961,-1254.738281,4.607424,22.149887,358.077789,358.234131
2.764401,-1205.056763,9.179269,22.14991,5.09813,327.102509
3.012063,-1162.108032,-0.022656,22.149895,5.09813,297.322357
3.264902,-1141.071167,2.495502,22.150002,5.260129,282.210297
3.516758,-1041.63855,-41.379665,22.150002,5.785077,274.367157
3.76546,-1040.600098,-47.441555,22.150002,5.463277,314.410217
4.014184,-1042.590698,-122.988968,22.150002,7.999798,69.112381
4.262334,-963.565674,-238.167892,22.150002,6.358962,89.012199
4.516929,-953.092712,-253.661362,22.150002,5.133629,23.971014
4.75956,-935.738953,-361.200897,22.150002,2.436063,343.005035
5.021921,-862.17804,-496.057709,22.150002,4.097615,355.255493
5.260739,-723.969421,-530.427307,22.150002,0.730716,36.522007
5.52259,-567.90155,-537.483154,22.150002,0.203165,54.269001
5.760876,-444.752106,-475.740845,22.150002,0.203165,54.793949
6.012628,-355.45105,-354.128998,22.150002,7.932872,65.735123
6.259365,-294.624664,-219.33902,22.150002,13.077319,69.526787
6.521335,-256.814728,-69.062187,22.150002,10.594025,55.021145
6.763029,-247.570007,74.301552,22.150002,6.058105,17.706074
7.015909,-173.696503,205.853348,22.150002,4.760919,357.64917
7.261466,-89.721123,325.863678,22.150002,5.555408,316.720062
7.521435,30.374813,421.031921,22.150002,4.680495,280.816223
7.764215,105.383286,440.196106,22.150002,4.505512,276.706024
8.021832,151.624649,445.417419,22.150002,4.33053,273.445038
8.26521,124.213974,443.129974,22.150002,4.33053,274.104492
8.510065,108.616371,350.954895,22.150002,3.642461,279.471466
8.763885,203.781113,233.876923,22.150002,0.54245,299.120239
