room,time
01W1,2.743244
10W0,10.694919
10W1,16.032377
11B1,23.83293
01B1,32.323444
10R0,42.381363
00W0,47.875526
00R0,53.055889
00B0,58.716595
01B0,64.38871
01R1,69.853157
11W1,79.271408
