room,wall_A_offset,wall_B_offset
10W1,3.730735,3.272271
11W0,0.0,0.0
00R1,3.689032,2.535157
10R0,0.0,0.0
10B1,3.889859,3.660512
01R1,3.15627,3.803613
10W0,0.0,0.0
01B0,0.0,0.0
00R0,0.0,0.0
10R1,3.615421,3.160344
01W1,2.999939,3.557192
01W0,0.0,0.0
