room,time
11B0,3.285206
01W1,9.380074
10R1,19.171864
10B0,27.114641
01B0,32.976318
01R0,39.583134
10B1,45.627159
00B0,53.702278
00B1,59.481209
00R0,67.882751
01W0,73.266449
11W0,79.069923
