room,time
10W0,3.550381
01B1,9.137635
01W0,16.687443
10B1,22.262375
11B1,30.93339
10R1,39.637806
11W0,47.003338
11R1,52.904919
01W1,60.654781
10R0,68.925224
00B0,74.82267
00R1,82.029572
