room,time
11W1,4.019398
10B1,11.977035
11W0,19.8657
00B1,25.930145
10W1,35.573669
00R1,43.264263
10B0,53.919743
01B1,60.911072
01W1,69.861481
11R0,78.239212
01B0,84.966896
10R1,90.987854
