room,wall_A_offset,wall_B_offset
00W1,2.992157,3.019806
11B0,0.0,0.0
01B1,3.719199,3.29429
10B0,0.0,0.0
10R1,2.518357,3.663259
00R1,3.356594,3.266457
01R1,3.942274,3.536592
00B0,0.0,0.0
11W1,2.674276,3.612079
00R0,0.0,0.0
01W1,2.734199,3.042284
10B1,3.806452,2.643971
