room,time
10W0,2.870842
00B1,8.330294
01B0,16.678808
10W1,22.303728
11R0,31.58782
11R1,38.179764
00W1,46.538536
00R1,55.521885
01W0,63.366379
11W1,68.98909
00B0,76.91613
01R1,82.80909
