room,wall_A_offset,wall_B_offset
11W0,0.0,0.0
11R0,0.0,0.0
10R1,2.749809,2.695975
00B1,2.995224,2.763131
10W1,3.039125,3.048646
01W0,0.0,0.0
11B1,2.525864,2.80282
01R0,0.0,0.0
11B0,0.0,0.0
10R0,0.0,0.0
00R0,0.0,0.0
11R1,3.263848,3.806177
