time,x,y,z,pitch,yaw
0.272279,-1495.0,0.0,22.149887,0.0,0.0
0.514251,-1495.0,0.0,22.149887,0.0,0.0
0.767137,-1495.0,0.0,22.149887,0.0,0.0
1.008618,-1438.050049,0.614617,22.149887,354.621735,1.521424
1.26539,-1305.402466,4.116566,22.149887,354.271759,1.696406
1.512553,-1303.817017,4.162014,22.149887,354.271759,1.696406
1.769419,-1303.817017,4.162014,22.149887,354.271759,1.696406
2.012348,-1299.707275,4.283729,22.149887,354.271759,1.696406
2.260816,-1219.730103,12.613174,22.149895,354.796722,355.199524
2.516364,-1199.87207,7.325661,22.149895,359.378052,327.738556
2.767311,-1140.832397,-1.452116,22.150002,3.568819,302.093872
3.016693,-1018.867981,-13.69144,22.150002,4.443731,296.332733
3.265417,-1012.288574,-25.398903,22.150002,28.295082,298.051666
3.520737,-952.217224,-127.46331,22.150002,29.643486,334.589203
3.766227,-917.15564,-269.348938,22.150002,21.516708,14.710896
4.023761,-868.859436,-415.57785,22.150002,12.094426,29.366709
4.269126,-791.388794,-540.43512,22.150002,357.915497,39.382843
4.515826,-670.844299,-611.219604,22.150002,358.44043,42.675957
4.759367,-550.000977,-532.650635,22.150002,7.665066,68.385452
5.0137,-422.424103,-449.965759,22.150002,9.017396,84.029518
5.268369,-373.81485,-306.609406,22.150002,6.723121,76.57811
5.516401,-286.902863,-187.782639,22.150002,4.530633,72.824883
5.759853,-238.256317,-50.423241,22.150002,22.792435,62.38179
6.011862,-237.313889,98.512009,22.150002,19.476181,56.534798
6.260299,-166.56694,228.959198,22.150002,8.079233,31.317469
6.513418,-100.115715,364.385925,22.150002,5.583937,356.339905
6.766896,19.646793,456.118317,22.150002,5.322527,322.84549
7.00951,43.11528,472.596863,22.150002,5.956325,287.694855
7.271505,144.542252,493.360748,22.150002,21.379591,275.898956
7.520095,189.10321,498.900116,22.150002,22.329374,275.565521
7.767293,219.948212,448.755463,22.150002,16.805624,277.891907
8.019633,175.548309,312.931976,22.150002,2.496998,296.191956
8.260854,168.859238,226.090454,22.150002,358.418457,327.873718
8.518586,224.548309,93.221344,22.150002,358.768433,344.544525
8.758575,357.5784,42.690571,22.150002,356.065002,353.584747
9.015686,510.851562,25.79487,22.150002,355.290833,356.261688
9.268037,661.912048,15.517803,22.150002,354.051849,356.261688
9.522079,678.945435,14.396919,22.150002,353.876862,356.0867
9.76259,678.945435,14.396919,22.150002,353.876862,356.0867
10.0186,678.945435,14.396919,22.150002,353.876862,356.0867
10.262965,682.816711,14.253016,22.150002,358.012482,357.871216
10.511969,755.369568,-2.695245,22.150002,1.423425,357.871216
10.762299,819.637512,0.819736,22.150002,1.936937,344.812134
11.020142,927.785278,7.376367,22.150002,0.133609,293.296448
11.26813,928.553345,7.518405,22.150002,1.148999,316.02713
11.519382,962.935669,-37.217812,22.150002,358.828033,41.588501
11.760477,1000.552917,-67.516144,22.150002,358.653046,68.078964
12.013888,1018.561584,-65.245354,22.150002,359.849945,30.775639
12.261875,1119.683472,-42.404541,22.150002,358.435944,346.352875
12.521004,1272.550903,-39.762661,22.150002,358.877167,331.536438
12.759835,1412.841919,-24.094398,22.150002,359.814575,320.871796
13.011003,1552.971313,-76.749947,22.150002,359.405884,4.164149
13.260961,1702.715576,-73.167488,22.150002,359.055908,5.039062
13.51139,1852.435181,-60.48074,22.150002,359.055908,5.039062
