room,time
01R1,3.696934
00B1,12.335059
10W0,21.847462
10B1,27.419424
11B0,35.722073
01B0,41.488377
10R0,47.483295
01B1,53.652985
11R0,62.770538
00B0,69.794174
10B0,75.122032
00R1,81.299271
