room,time
01R0,3.014102
01B0,8.607507
10B0,15.204274
00R0,21.162115
10B1,27.387381
11R0,35.725174
10R0,41.446732
11W1,47.922386
01W1,61.247036
01R1,71.168617
11B0,78.725227
10W1,84.625832
