room,wall_A_offset,wall_B_offset
01R0,0.0,0.0
01B0,0.0,0.0
10B0,0.0,0.0
00R0,0.0,0.0
10B1,3.82815,3.812769
11R0,0.0,0.0
10R0,0.0,0.0
11W1,3.900067,3.418851
01W1,2.996368,2.666585
01R1,3.605625,3.605167
11B0,0.0,0.0
10W1,3.035874,3.307062
