room,wall_A_offset,wall_B_offset
11W0,0.0,0.0
00R0,0.0,0.0
10W0,0.0,0.0
11B0,0.0,0.0
00W0,0.0,0.0
00B0,0.0,0.0
10R0,0.0,0.0
01R1,2.78547,3.645588
01W1,3.199896,3.047273
00W1,3.735771,2.995453
00B1,2.957732,2.71424
11W1,2.661092,2.87048
