room,time
10R1,2.803559
10R0,11.392317
00R1,17.003866
01W1,24.847107
00W0,33.178581
10B0,38.601826
01W0,44.243645
01B0,52.113293
11W0,57.699615
01B1,64.92244
00B1,71.713509
11B1,79.290771
