room,time
00W0,2.765687
10W1,7.738622
01R1,15.641487
10R1,24.231153
10W0,31.597473
01R0,36.9524
01W0,42.660786
10B0,49.752899
11R1,56.004116
11R0,63.964191
00R0,69.666542
01B1,75.635109
