room,wall_A_offset,wall_B_offset
00W0,0.0,0.0
10W1,2.708197,2.868374
01R1,3.366985,3.566942
10R1,3.090304,3.612262
10W0,0.0,0.0
01R0,0.0,0.0
01W0,0.0,0.0
10B0,0.0,0.0
11R1,3.265908,2.645894
11R0,0.0,0.0
00R0,0.0,0.0
01B1,3.534623,3.735359
