room,time
10W0,3.477188
00W0,9.633424
10R0,16.889717
01B0,23.340052
11R0,29.405252
01W0,36.64756
10R1,43.235794
10W1,51.622803
01W1,60.69014
11B1,69.039284
11R1,78.448402
11W0,87.131599
