room,wall_A_offset,wall_B_offset
01B0,0.0,0.0
00B1,3.672552,2.659719
01W0,0.0,0.0
10W0,0.0,0.0
10B1,3.884182,3.225303
01W1,2.55649,3.746803
11R0,0.0,0.0
11B1,3.058992,2.716987
11W1,3.833598,2.679586
00W1,2.867138,2.855464
10W1,3.701804,2.611652
11B0,0.0,0.0
