room,time
00R1,2.995542
00B1,11.432265
10B0,21.256336
11B1,26.736567
10W1,33.858776
00W1,41.442768
01W1,50.379066
11B0,58.191273
01R0,64.356247
10R1,69.846764
11R1,78.989983
10W0,87.298012
