room,wall_A_offset,wall_B_offset
00B1,3.110904,3.68189
00R1,3.917921,3.338603
10R1,3.073138,2.729484
01R0,0.0,0.0
11R1,3.168035,2.507782
01B0,0.0,0.0
01W1,2.566332,2.802957
11W0,0.0,0.0
10R0,0.0,0.0
11B0,0.0,0.0
10B0,0.0,0.0
10W1,2.627766,2.605426
