room,time
10W0,2.727183
00B0,8.43222
01B1,14.526506
11B1,22.419376
11W0,32.342209
01R1,39.618217
00R0,48.75771
11B0,55.450916
00R1,61.76218
00W0,70.947075
11W1,77.093529
01R0,86.011078
