room,time
00B1,3.632288
01W0,11.258415
11R1,16.384176
11W1,24.765369
10W1,33.865501
10B0,42.163475
10B1,47.861309
00R1,57.681053
11B1,68.605087
01R1,82.119064
01R0,89.388092
00W1,94.448494
