room,time
00B0,3.02482
00W0,8.315699
01R1,14.584215
01B0,23.601814
00R1,29.608847
01R0,38.082718
10W0,44.981152
10B0,51.350777
10R0,57.410931
10W1,62.516975
01B1,71.927505
10B1,81.844498
