room,wall_A_offset,wall_B_offset
01R0,0.0,0.0
01W1,2.65775,3.858043
01B1,3.519883,3.435606
11W0,0.0,0.0
01W0,0.0,0.0
11B0,0.0,0.0
10W0,0.0,0.0
00R0,0.0,0.0
00B1,2.829096,3.434736
00W1,3.699332,3.569094
01R1,3.753624,3.753349
10W1,3.479461,3.172475
