room,time
00B1,2.746907
00R1,11.661059
10R1,19.308926
01R0,26.963419
11R1,32.10688
01B0,40.443443
01W1,46.121586
11W0,54.540596
10R0,60.482998
11B0,66.210899
10B0,72.633781
10W1,79.868698
