room,time
10B1,2.905042
00W0,10.112988
10W0,15.75239
11W0,21.63641
01R0,27.428034
00B1,33.142723
10R1,41.116859
01W0,50.329124
00W1,56.118061
00B0,63.858803
01W1,69.381157
11R1,77.185905
