room,time
00B0,2.977758
01R0,10.077299
11W0,16.272926
11B0,23.072102
00W1,29.101879
11R1,37.934185
10W1,45.294754
10R1,54.503956
11B1,62.86425
10B0,72.447235
11R0,78.241386
00B1,85.773354
