room,time
10R0,3.960202
00W1,9.678349
01R0,18.03903
01R1,24.229128
11B1,31.300961
10B1,38.806538
01W0,47.680843
11R0,53.097363
10W0,60.423962
11R1,66.431625
00W0,74.929398
01W1,81.6465
