room,time
01R0,3.312186
00W0,9.957561
01R1,15.92555
11R0,25.70788
01B1,31.744749
00R1,41.035431
10B1,51.686195
10W0,61.15007
11B1,67.832489
00R0,78.666046
11W1,84.760971
11W0,93.120346
