room,time
00R1,3.04303
00R0,10.828372
00W0,17.928707
11W0,23.793867
01R0,30.412174
10R0,36.8634
01B1,42.789894
01R1,50.782936
01W1,60.054211
00B1,69.239052
10B0,79.049965
10W0,84.948654
