room,wall_A_offset,wall_B_offset
11W0,0.0,0.0
11W1,2.767067,3.134114
11R0,0.0,0.0
01W1,3.370831,3.032075
01B0,0.0,0.0
00W0,0.0,0.0
11B0,0.0,0.0
10B1,2.941526,3.347575
00R0,0.0,0.0
00R1,3.888669,3.805628
00W1,2.60181,3.696265
01W0,0.0,0.0
