room,time
11W0,3.708577
11W1,9.748629
11R0,19.53862
01W1,26.97345
01B0,37.340725
00W0,44.898018
11B0,52.652874
10B1,59.63855
00R0,67.259598
00R1,72.850327
00W1,80.851334
01W0,89.762863
