room,time
01B1,3.055202
00W0,12.199835
01W0,18.180185
10B1,24.157883
10R0,33.258919
11B1,39.775799
11R1,48.276508
01R0,56.868565
10W1,63.113678
00B0,72.47509
11R0,78.476128
11B0,84.902046
