room,wall_A_offset,wall_B_offset
00B1,2.989914,3.891873
01R0,0.0,0.0
00R1,3.208686,3.970428
10B1,3.554674,3.705969
10R0,0.0,0.0
10B0,0.0,0.0
01W1,2.610462,3.691183
00B0,0.0,0.0
11R1,2.852809,3.495621
00R0,0.0,0.0
01B0,0.0,0.0
01W0,0.0,0.0
