room,time
01W0,2.963452
10R0,8.412202
10W0,13.800553
11W1,19.170822
01B1,26.119846
01R0,34.78606
11B1,40.426785
00W1,49.745445
10B1,58.547012
11R1,67.458855
00B0,74.974556
10R1,80.400658
