room,wall_A_offset,wall_B_offset
01W0,0.0,0.0
10R0,0.0,0.0
10W0,0.0,0.0
11W1,3.233543,3.760399
01B1,2.742988,2.934294
01R0,0.0,0.0
11B1,3.383785,2.877438
00W1,2.921659,3.346522
10B1,3.949278,3.219535
11R1,2.768761,2.815638
00B0,0.0,0.0
10R1,3.144963,3.546068
