room,wall_A_offset,wall_B_offset
00W0,0.0,0.0
10R1,3.81991,3.257347
01B1,2.783822,3.224754
11R1,3.58182,3.408139
10B1,3.899701,3.150319
00B1,3.848933,3.677816
00B0,0.0,0.0
11W0,0.0,0.0
00W1,2.984741,2.642003
10W0,0.0,0.0
01W0,0.0,0.0
10W1,2.554338,2.726234
