room,time
01R1,3.33623
10B0,11.692186
00B0,17.888641
11B0,23.762947
00B1,29.720312
11W0,38.213474
10W0,44.131351
10R1,49.950893
00W0,58.213284
01W0,63.496834
01B1,69.729721
01B0,77.864502
