room,time
00B1,3.201556
01R0,10.010784
00R1,15.236712
10B1,27.693821
10R0,36.467319
10B0,42.33173
01W1,47.678326
00B0,54.58012
11R1,59.756527
00R0,68.621727
01B0,73.773811
01W0,79.497879
