room,time
11R0,2.775594
00W1,9.585046
10R1,16.642578
00R0,24.350515
00W0,29.720743
11B1,35.234119
01W1,45.089676
10B0,55.650253
11B0,61.639427
01W0,68.077263
00B0,74.535774
10B1,81.161835
