room,wall_A_offset,wall_B_offset
01R1,3.023606,2.550355
00B1,3.104908,3.705237
10W0,0.0,0.0
10B1,3.680059,3.35609
11B0,0.0,0.0
01B0,0.0,0.0
10R0,0.0,0.0
01B1,3.36607,2.510071
11R0,0.0,0.0
00B0,0.0,0.0
10B0,0.0,0.0
00R1,3.317591,3.381222
