room,wall_A_offset,wall_B_offset
10B1,3.317682,3.152425
00W0,0.0,0.0
10W0,0.0,0.0
11W0,0.0,0.0
01R0,0.0,0.0
00B1,3.353206,3.485595
10R1,2.780297,3.463714
01W0,0.0,0.0
00W1,3.286966,3.818903
00B0,0.0,0.0
01W1,2.826533,2.914701
11R1,2.716071,2.504074
