room,time
00W0,2.919673
00R1,9.365968
10W0,18.014847
11R0,23.705862
11W0,29.353865
10R1,35.025375
01B0,43.534584
00W1,49.19648
01B1,58.539185
11B0,66.805649
11R1,72.653503
10R0,79.806541
