room,time
01B1,2.772022
10R1,11.301141
11R0,19.844994
11W1,25.427866
00W1,33.030567
10W1,40.706959
00B1,48.533665
11R1,58.25256
11B0,67.513115
00B0,73.423218
11B1,78.860779
10R0,87.757065
