room,time
10R1,2.887856
10B1,10.216737
01B1,17.829077
00R0,26.558065
10W1,32.102924
01R0,39.810387
10B0,45.607258
11W0,52.016113
01W1,58.638157
11W1,68.084633
01B0,77.300674
11R1,84.626968
