room,wall_A_offset,wall_B_offset
00B0,0.0,0.0
00W0,0.0,0.0
01R1,3.939436,3.399579
01B0,0.0,0.0
00R1,2.573244,3.613452
01R0,0.0,0.0
10W0,0.0,0.0
10B0,0.0,0.0
10R0,0.0,0.0
10W1,3.937193,3.539521
01B1,3.423749,2.922117
10B1,3.625767,3.141804
