room,wall_A_offset,wall_B_offset
01R0,0.0,0.0
00W0,0.0,0.0
01R1,2.549577,2.908338
11R0,0.0,0.0
01B1,2.603229,3.121021
00R1,3.271264,2.573061
10B1,3.668706,3.449248
10W0,0.0,0.0
11B1,3.806726,2.992294
00R0,0.0,0.0
11W1,2.649739,3.39198
11W0,0.0,0.0
