room,wall_A_offset,wall_B_offset
10R0,0.0,0.0
00W1,2.575259,2.711585
01R0,0.0,0.0
01R1,3.945067,3.859645
11B1,3.716819,3.287378
10B1,3.149953,2.651524
01W0,0.0,0.0
11R0,0.0,0.0
10W0,0.0,0.0
11R1,3.551012,3.773904
00W0,0.0,0.0
01W1,3.890866,2.574526
