room,time
11B0,2.915592
11W1,11.826078
10R1,22.264174
01R1,30.89147
01B1,40.125538
00B0,50.941994
10W1,57.008228
10R0,66.097237
11W0,72.345604
10B0,79.208664
00W0,85.560684
01R0,91.236984
