room,time
00R0,2.967629
11R0,8.496386
01B0,14.547196
10W0,20.870501
01R1,26.881109
00W1,36.234562
10B0,44.637413
11W1,50.513134
00B1,59.844013
11B0,68.956718
11B1,74.898933
00R1,82.853058
