room,wall_A_offset,wall_B_offset
00R0,0.0,0.0
11R0,0.0,0.0
01B0,0.0,0.0
10W0,0.0,0.0
01R1,2.563723,3.719886
00W1,2.698996,3.300195
10B0,0.0,0.0
11W1,3.417432,2.796686
00B1,2.83111,3.038575
11B0,0.0,0.0
11B1,3.781457,3.00383
00R1,3.722953,3.650258
