room,time
00W1,2.976016
11B0,12.977714
01B1,19.457222
10B0,28.182207
10R1,33.950905
00R1,41.824108
01R1,49.237751
00B0,58.163944
11W1,64.04689
00R0,71.916252
01W1,78.269508
10B1,86.565681
