room,time
10R0,2.930708
10R1,8.926946
00W1,18.344231
01B0,27.004347
11B1,32.801125
11W1,42.888393
01R1,52.208176
00R1,61.489159
11W0,69.841743
00W0,75.991852
11R1,81.888885
10B0,90.585487
