room,time
00R0,2.902487
10B0,9.413502
11W1,15.167044
11B0,23.096249
11R1,29.187883
01B1,39.184845
10W0,49.098915
00W1,54.867191
10R0,62.172558
01W1,68.118309
01B0,77.435165
00B0,82.855682
