room,wall_A_offset,wall_B_offset
00R0,0.0,0.0
10B0,0.0,0.0
11W1,3.394681,3.828425
11B0,0.0,0.0
11R1,3.54236,3.955733
01B1,3.304132,3.758888
10W0,0.0,0.0
00W1,3.178655,3.532014
10R0,0.0,0.0
01W1,2.567843,3.191061
01B0,0.0,0.0
00B0,0.0,0.0
