time,x,y,z,pitch,yaw
0.267069,-1495.0,0.0,22.149887,0.0,0.0
0.51532,-1495.0,0.0,22.149887,0.0,0.0
0.765604,-1479.067261,0.0,22.149887,0.174983,0.0
1.015972,-1357.751465,0.0,22.149887,0.174983,0.0
1.269825,-1324.76709,0.0,22.149887,0.174983,0.0
1.51706,-1324.76709,0.0,22.149887,354.751801,0.0
1.767441,-1292.469482,0.090065,22.149887,352.364777,0.174983
2.019191,-1284.158813,0.115447,22.149887,352.364777,0.174983
2.263329,-1209.049194,10.836753,22.149895,355.940186,342.919006
2.510493,-1178.339478,3.00968,22.149895,358.404205,302.11264
2.770533,-1133.988159,-0.394014,22.150002,357.730011,272.030975
3.014198,-1065.999634,-16.366346,22.150002,357.555023,267.947052
3.265842,-1048.266968,-96.654724,22.150002,356.113129,330.573547
3.520599,-1052.435425,-201.755966,22.150002,354.60437,39.305733
3.769927,-1006.813721,-343.748962,22.150002,354.122986,76.108032
4.017844,-996.201477,-414.094666,22.150002,355.140045,53.389008
4.259552,-952.928589,-482.760956,22.150002,356.289032,2.432916
4.515273,-863.734253,-599.016479,22.150002,356.46402,353.772369
4.768258,-714.635864,-624.136169,22.150002,356.639008,6.786425
5.011895,-573.305603,-655.85553,22.150002,355.446472,43.595825
5.259766,-445.591827,-606.951233,22.150002,355.288483,68.020027
5.520716,-389.482422,-461.857574,22.150002,355.638458,78.41713
5.764801,-303.78363,-349.095428,22.150002,355.813446,79.223701
6.019436,-260.84903,-203.022415,22.150002,355.813446,79.515152
6.260297,-304.912598,-67.369133,22.150002,355.813446,70.746872
6.511948,-334.964294,75.651993,22.150002,355.813446,60.866711
6.770578,-334.995819,230.779083,22.150002,355.46347,46.160557
7.016307,-325.248871,377.647949,22.150002,355.813446,27.584057
7.269354,-270.670471,518.42395,22.150002,356.200287,6.255739
7.514071,-173.677917,627.668823,22.150002,356.200287,345.405823
7.770683,-38.5448,699.936584,22.150002,355.651062,312.715302
8.023003,-18.009144,709.966736,22.150002,357.246735,274.98172
8.261691,77.973602,712.105896,22.150002,357.421722,265.224121
8.5116,169.768234,704.999268,22.150002,357.421722,262.418579
8.760663,236.238205,696.151489,22.150002,357.421722,262.418579
9.011233,333.757843,683.171204,22.150002,357.74527,266.589233
9.263065,351.927765,618.56311,22.150002,357.735962,303.433075
9.510108,307.232788,519.643372,22.150002,357.385986,324.705261
9.766102,320.950897,370.172699,22.150002,357.210999,328.169983
10.012751,440.990936,305.792114,22.150002,357.210999,328.169983
10.269374,528.863159,185.633728,22.150002,356.511047,338.322052
10.508848,589.067749,55.22414,22.150002,355.811096,343.400177
10.760977,639.586426,5.274898,22.150002,355.286133,350.665955
11.015152,645.386108,4.56719,22.150002,355.111145,353.042999
11.269461,707.869873,-3.057345,22.150002,355.111145,353.042999
11.516863,707.869873,-3.057345,22.150002,355.111145,356.315674
11.766939,707.869873,-3.057345,22.150002,355.461121,2.7718
12.01775,721.904419,-2.37786,22.150002,355.461121,2.7718
12.259829,786.183167,3.667477,22.150002,355.636108,359.779938
12.519048,821.073547,1.46169,22.150002,357.625702,320.763397
12.767505,945.373352,-4.258345,22.150002,358.457977,292.640717
13.011788,962.596008,-4.71479,22.150002,359.07193,292.462524
13.26452,995.27063,-41.07021,22.150002,9.496271,324.930237
13.508657,1108.118774,-124.946526,22.150002,11.435859,325.55545
13.762841,1145.922729,-261.049194,22.150002,21.067635,3.433039
14.014476,1148.757568,-272.144531,22.150002,21.550236,40.163071
14.261518,1180.608643,-306.935486,22.150002,13.709737,48.979355
14.517601,1206.514771,-330.295776,22.150002,10.934824,47.009068
14.767506,1231.940186,-353.788086,22.150002,15.791156,43.340694
15.01772,1281.790649,-408.4245,22.150002,32.938862,43.327858
15.263168,1303.576172,-431.03421,22.150002,36.2145,51.846649
15.509109,1385.865967,-492.32254,22.150002,34.70961,55.962353
15.763757,1446.952026,-528.291138,22.150002,33.582317,57.762672
16.01778,1507.084473,-450.154419,22.150002,26.907198,57.553596
16.258654,1628.656372,-375.969116,22.150002,14.206766,58.221943
16.510241,1712.194092,-250.475311,22.150002,3.99474,61.451538
16.761494,1785.379761,-118.683388,22.150002,9.413436,60.117226
17.01087,1804.989746,26.392971,22.150002,26.919851,49.220047
17.261105,1797.305908,111.69458,22.150002,28.975519,36.445171
17.511122,1771.442017,181.940399,22.150002,28.975519,10.817697
17.761677,1845.75293,305.882355,22.150002,28.625555,350.110931
18.0133,1924.010254,368.155029,22.150002,30.49091,319.075012
18.268234,1966.455811,395.521545,22.150002,33.842163,289.622223
18.51318,2050.220703,425.585632,22.150002,30.011919,275.311493
18.760031,2070.609375,457.519897,22.150002,22.084213,265.852203
19.017881,2134.972656,504.791443,22.150002,15.953895,262.651917
19.263332,2192.752686,496.191803,22.150002,4.676583,260.313995
19.519339,2232.471436,415.91922,22.150002,0.462161,267.183105
19.76314,2223.034912,413.884735,22.150002,1.976516,287.522034
20.012068,2190.174316,402.897308,22.150002,2.945693,307.500641
20.260727,2154.786133,362.297516,22.150017,1.42754,322.906891
20.515896,2168.224854,244.517944,22.150002,357.868256,331.949799
20.759596,2226.728516,113.903305,22.150002,355.860779,345.112
21.017822,2262.07959,99.120537,22.150002,355.510803,350.540222
21.262754,2367.609619,43.88781,22.150002,353.231262,355.909332
21.514315,2514.829102,15.414039,22.150002,350.878876,359.066467
21.763126,2662.156982,12.050641,22.150002,350.305817,359.812408
22.018703,2673.907227,11.964727,22.150002,350.305817,359.812408
22.2673,2673.907227,11.964727,22.150002,350.305817,359.812408
22.516645,2673.907227,11.964727,22.150002,350.480804,359.812408
22.758341,2694.187012,10.728565,22.150002,358.472565,356.433075
23.019318,2785.276123,1.13093,22.150017,358.472565,351.945251
23.267624,2826.719238,1.462605,22.150002,0.312159,314.955292
23.515396,2891.730469,2.238331,22.150002,359.228271,283.659973
23.762815,2891.730469,2.238331,22.150002,359.753235,291.885162
24.014719,2933.546387,-16.944096,22.150002,359.753235,18.35261
24.259764,3009.608643,-67.515343,22.150002,357.445496,80.050583
24.520346,3051.956787,-63.757614,22.150002,357.795471,95.415405
24.758871,3184.231445,-77.994965,22.150002,358.9245,49.744045
25.018059,3332.293701,-69.017868,22.150002,358.752563,12.124818
25.258814,3474.281006,-43.76688,22.150002,358.052612,1.310007
25.510994,3522.241699,-37.675907,22.150002,357.877625,355.481934
25.764366,3546.019287,52.865768,22.150002,357.924835,325.410492
26.015713,3643.391602,105.115082,22.150002,358.099823,319.263062
26.267813,3682.202637,84.628181,22.150002,356.783417,349.441589
26.518921,3808.953613,24.986322,22.150002,356.608429,357.813293
26.769453,3946.092773,-26.302462,22.150002,356.608429,357.988281
27.018763,4089.456055,-0.479665,22.150002,356.608429,357.988281
27.270071,4239.020996,15.297214,22.150002,356.783417,1.269107
27.509214,4382.478027,17.424868,22.150002,357.279083,359.125153
27.767336,4537.333008,15.213196,22.150002,357.279083,358.950165
28.009998,4663.17334,12.93635,22.150002,357.279083,358.950165
28.258919,4664.464844,12.912787,22.150002,357.279083,358.950165
28.517534,4664.464844,12.912787,22.150002,357.279083,358.950165
28.7621,4664.464844,12.912787,22.150002,357.279083,358.950165
29.012638,4677.208496,12.679181,22.150002,357.279083,358.950165
29.266735,4787.652344,1.779667,22.150002,357.279083,358.950165
29.514816,4831.733398,-0.157039,22.150002,358.549652,356.15683
29.763412,4953.54541,4.366755,22.150002,5.421052,335.016174
