room,time
10W1,2.920687
01B0,14.806644
11R1,20.718102
11B1,29.227125
11R0,38.0369
00R0,43.869686
10R1,49.853523
00B1,59.788265
11W0,67.533356
10R0,73.947586
00W1,80.282654
01R1,90.360397
